ticker,Date,major_event,price_spike,unusual_volume
AFL,2024-10-30 12:34:37.823816,1,1,0
AFL,2024-10-31 12:34:37.823816,1,1,0
AFL,2024-11-01 12:34:37.823816,1,1,0
AFL,2024-11-04 12:34:37.823816,1,1,0
AFL,2024-11-05 12:34:37.823816,1,1,0
AFL,2024-11-06 12:34:37.823816,1,1,0
AFL,2024-11-07 12:34:37.823816,1,1,0
AFL,2024-11-08 12:34:37.823816,1,1,0
AFL,2024-11-11 12:34:37.823816,1,1,0
AFL,2024-11-12 12:34:37.823816,1,1,0
AFL,2024-11-13 12:34:37.823816,0,0,0
AFL,2024-11-14 12:34:37.823816,1,1,0
AFL,2024-11-15 12:34:37.823816,1,1,0
AFL,2024-11-18 12:34:37.823816,1,1,0
AFL,2024-11-19 12:34:37.823816,1,1,0
AFL,2024-11-20 12:34:37.823816,1,1,0
AFL,2024-11-21 12:34:37.823816,1,1,0
AFL,2024-11-22 12:34:37.823816,1,1,0
AFL,2024-11-25 12:34:37.823816,1,1,0
AFL,2024-11-26 12:34:37.823816,1,1,0
AFL,2024-11-27 12:34:37.823816,1,1,0
AFL,2024-11-28 12:34:37.823816,1,1,0
AFL,2024-11-29 12:34:37.823816,1,1,0
AFL,2024-12-02 12:34:37.823816,1,1,0
AFL,2024-12-03 12:34:37.823816,1,1,0
AFL,2024-12-04 12:34:37.823816,1,1,0
AFL,2024-12-05 12:34:37.823816,1,1,0
AFL,2024-12-06 12:34:37.823816,1,1,0
AFL,2024-12-09 12:34:37.823816,1,1,0
AFL,2024-12-10 12:34:37.823816,1,1,0
AFL,2024-12-11 12:34:37.823816,1,1,0
AFL,2024-12-12 12:34:37.823816,1,1,0
AFL,2024-12-13 12:34:37.823816,1,1,0
AFL,2024-12-16 12:34:37.823816,1,1,0
AFL,2024-12-17 12:34:37.823816,1,1,0
AFL,2024-12-18 12:34:37.823816,1,1,0
AFL,2024-12-19 12:34:37.823816,1,1,0
AFL,2024-12-20 12:34:37.823816,1,1,0
AFL,2024-12-23 12:34:37.823816,1,1,0
AFL,2024-12-24 12:34:37.823816,1,1,0
AFL,2024-12-25 12:34:37.823816,1,1,0
AFL,2024-12-26 12:34:37.823816,1,1,0
AFL,2024-12-27 12:34:37.823816,1,1,0
AFL,2024-12-30 12:34:37.823816,1,1,0
AFL,2024-12-31 12:34:37.823816,1,1,0
AFL,2025-01-01 12:34:37.823816,0,0,0
AFL,2025-01-02 12:34:37.823816,1,1,0
AFL,2025-01-03 12:34:37.823816,1,1,0
AFL,2025-01-06 12:34:37.823816,0,0,0
AFL,2025-01-07 12:34:37.823816,1,1,0
AFL,2025-01-08 12:34:37.823816,1,1,0
AFL,2025-01-09 12:34:37.823816,1,1,0
AFL,2025-01-10 12:34:37.823816,1,1,0
AFL,2025-01-13 12:34:37.823816,1,1,0
AFL,2025-01-14 12:34:37.823816,1,1,0
AFL,2025-01-15 12:34:37.823816,1,1,0
AFL,2025-01-16 12:34:37.823816,1,1,0
AFL,2025-01-17 12:34:37.823816,1,1,0
AFL,2025-01-20 12:34:37.823816,1,1,0
AFL,2025-01-21 12:34:37.823816,1,1,0
AFL,2025-01-22 12:34:37.823816,1,1,0
AFL,2025-01-23 12:34:37.823816,1,1,0
AFL,2025-01-24 12:34:37.823816,1,1,0
AFL,2025-01-27 12:34:37.823816,1,1,0
AFL,2025-01-28 12:34:37.823816,1,1,0
AFL,2025-01-29 12:34:37.823816,1,1,0
AFL,2025-01-30 12:34:37.823816,0,0,0
AFL,2025-01-31 12:34:37.823816,0,0,0
AFL,2025-02-03 12:34:37.823816,1,1,0
AFL,2025-02-04 12:34:37.823816,1,1,0
AFL,2025-02-05 12:34:37.823816,1,1,0
AFL,2025-02-06 12:34:37.823816,1,1,0
AFL,2025-02-07 12:34:37.823816,1,1,0
AFL,2025-02-10 12:34:37.823816,1,1,0
AFL,2025-02-11 12:34:37.823816,1,1,0
AFL,2025-02-12 12:34:37.823816,0,0,0
AFL,2025-02-13 12:34:37.823816,0,0,0
AFL,2025-02-14 12:34:37.823816,1,1,0
AFL,2025-02-17 12:34:37.823816,1,1,0
AFL,2025-02-18 12:34:37.823816,1,1,0
AFL,2025-02-19 12:34:37.823816,1,1,0
AFL,2025-02-20 12:34:37.823816,1,1,0
AFL,2025-02-21 12:34:37.823816,1,1,0
AFL,2025-02-24 12:34:37.823816,0,0,0
AFL,2025-02-25 12:34:37.823816,1,1,0
AFL,2025-02-26 12:34:37.823816,1,1,0
AFL,2025-02-27 12:34:37.823816,1,1,0
AFL,2025-02-28 12:34:37.823816,1,1,0
AFL,2025-03-03 12:34:37.823816,0,0,0
AFL,2025-03-04 12:34:37.823816,1,1,0
AFL,2025-03-05 12:34:37.823816,0,0,0
AFL,2025-03-06 12:34:37.823816,1,1,0
AFL,2025-03-07 12:34:37.823816,1,1,0
AFL,2025-03-10 12:34:37.823816,1,1,0
AFL,2025-03-11 12:34:37.823816,1,1,0
AFL,2025-03-12 12:34:37.823816,1,1,0
AFL,2025-03-13 12:34:37.823816,0,0,0
AFL,2025-03-14 12:34:37.823816,0,0,0
AFL,2025-03-17 12:34:37.823816,1,1,0
AFL,2025-03-18 12:34:37.823816,0,0,0
AFL,2025-03-19 12:34:37.823816,1,1,0
AFL,2025-03-20 12:34:37.823816,1,1,0
AFL,2025-03-21 12:34:37.823816,1,1,0
AFL,2025-03-24 12:34:37.823816,1,1,0
AFL,2025-03-25 12:34:37.823816,1,1,0
AFL,2025-03-26 12:34:37.823816,1,1,0
AFL,2025-03-27 12:34:37.823816,1,1,0
AFL,2025-03-28 12:34:37.823816,1,1,0
AFL,2025-03-31 12:34:37.823816,1,1,0
AFL,2025-04-01 12:34:37.823816,1,1,0
AFL,2025-04-02 12:34:37.823816,1,1,0
AFL,2025-04-03 12:34:37.823816,1,1,0
AFL,2025-04-04 12:34:37.823816,1,1,0
AFL,2025-04-07 12:34:37.823816,1,1,0
AFL,2025-04-08 12:34:37.823816,1,1,0
AFL,2025-04-09 12:34:37.823816,1,1,0
AFL,2025-04-10 12:34:37.823816,1,1,0
AFL,2025-04-11 12:34:37.823816,0,0,0
AFL,2025-04-14 12:34:37.823816,1,1,0
AFL,2025-04-15 12:34:37.823816,1,1,0
AFL,2025-04-16 12:34:37.823816,1,1,0
AFL,2025-04-17 12:34:37.823816,1,1,0
AFL,2025-04-18 12:34:37.823816,1,1,0
AFL,2025-04-21 12:34:37.823816,1,1,0
AFL,2025-04-22 12:34:37.823816,1,1,0
AFL,2025-04-23 12:34:37.823816,1,1,0
AFL,2025-04-24 12:34:37.823816,1,1,0
AFL,2025-04-25 12:34:37.823816,1,1,0
AFL,2025-04-28 12:34:37.823816,1,1,0
AFL,2025-04-29 12:34:37.823816,1,1,0
AFL,2025-04-30 12:34:37.823816,1,1,0
AFL,2025-05-01 12:34:37.823816,1,1,0
AFL,2025-05-02 12:34:37.823816,1,1,0
AFL,2025-05-05 12:34:37.823816,0,0,0
AFL,2025-05-06 12:34:37.823816,0,0,0
AFL,2025-05-07 12:34:37.823816,1,1,0
AFL,2025-05-08 12:34:37.823816,1,1,0
AFL,2025-05-09 12:34:37.823816,1,1,0
AFL,2025-05-12 12:34:37.823816,1,1,0
AFL,2025-05-13 12:34:37.823816,1,1,0
AFL,2025-05-14 12:34:37.823816,1,1,0
AFL,2025-05-15 12:34:37.823816,1,1,0
AFL,2025-05-16 12:34:37.823816,0,0,0
AFL,2025-05-19 12:34:37.823816,1,1,0
AFL,2025-05-20 12:34:37.823816,1,1,0
AFL,2025-05-21 12:34:37.823816,1,1,0
AFL,2025-05-22 12:34:37.823816,1,1,0
AFL,2025-05-23 12:34:37.823816,1,1,0
AFL,2025-05-26 12:34:37.823816,1,1,0
AFL,2025-05-27 12:34:37.823816,1,1,0
AFL,2025-05-28 12:34:37.823816,1,1,0
AFL,2025-05-29 12:34:37.823816,1,1,0
AFL,2025-05-30 12:34:37.823816,1,1,0
AFL,2025-06-02 12:34:37.823816,1,1,0
AFL,2025-06-03 12:34:37.823816,1,1,0
AFL,2025-06-04 12:34:37.823816,0,0,0
AFL,2025-06-05 12:34:37.823816,1,1,0
AFL,2025-06-06 12:34:37.823816,0,0,0
AFL,2025-06-09 12:34:37.823816,0,0,0
AFL,2025-06-10 12:34:37.823816,1,1,0
AFL,2025-06-11 12:34:37.823816,1,1,0
AFL,2025-06-12 12:34:37.823816,1,1,0
AFL,2025-06-13 12:34:37.823816,0,0,0
AFL,2025-06-16 12:34:37.823816,1,1,0
AFL,2025-06-17 12:34:37.823816,1,1,0
AFL,2025-06-18 12:34:37.823816,1,1,0
AFL,2025-06-19 12:34:37.823816,1,1,0
AFL,2025-06-20 12:34:37.823816,0,0,0
AFL,2025-06-23 12:34:37.823816,1,1,0
AFL,2025-06-24 12:34:37.823816,1,1,0
AFL,2025-06-25 12:34:37.823816,1,1,0
AFL,2025-06-26 12:34:37.823816,1,1,0
AFL,2025-06-27 12:34:37.823816,1,1,0
AFL,2025-06-30 12:34:37.823816,1,1,0
AFL,2025-07-01 12:34:37.823816,1,1,0
AFL,2025-07-02 12:34:37.823816,1,1,0
AFL,2025-07-03 12:34:37.823816,1,1,0
AFL,2025-07-04 12:34:37.823816,0,0,0
AFL,2025-07-07 12:34:37.823816,1,1,0
AFL,2025-07-08 12:34:37.823816,1,1,0
AFL,2025-07-09 12:34:37.823816,1,1,0
AFL,2025-07-10 12:34:37.823816,1,1,0
AFL,2025-07-11 12:34:37.823816,1,1,0
AFL,2025-07-14 12:34:37.823816,1,1,0
AFL,2025-07-15 12:34:37.823816,1,1,0
AFL,2025-07-16 12:34:37.823816,1,1,0
AFL,2025-07-17 12:34:37.823816,1,1,0
AFL,2025-07-18 12:34:37.823816,1,1,0
AFL,2025-07-21 12:34:37.823816,1,1,0
AFL,2025-07-22 12:34:37.823816,0,0,0
A,2024-07-22 12:34:39.746960,0,0,0
A,2024-07-23 12:34:39.746960,1,1,0
A,2024-07-24 12:34:39.746960,1,1,0
A,2024-07-25 12:34:39.746960,0,0,0
A,2024-07-26 12:34:39.746960,1,1,0
A,2024-07-29 12:34:39.746960,1,1,0
A,2024-07-30 12:34:39.746960,1,1,0
A,2024-07-31 12:34:39.746960,1,1,0
A,2024-08-01 12:34:39.746960,1,1,0
A,2024-08-02 12:34:39.746960,1,1,0
A,2024-08-05 12:34:39.746960,1,1,0
A,2024-08-06 12:34:39.746960,0,0,0
A,2024-08-07 12:34:39.746960,1,1,0
A,2024-08-08 12:34:39.746960,1,1,0
A,2024-08-09 12:34:39.746960,1,1,0
A,2024-08-12 12:34:39.746960,1,1,0
A,2024-08-13 12:34:39.746960,1,1,0
A,2024-08-14 12:34:39.746960,1,1,0
A,2024-08-15 12:34:39.746960,1,1,0
A,2024-08-16 12:34:39.746960,1,1,0
A,2024-08-19 12:34:39.746960,1,1,0
A,2024-08-20 12:34:39.746960,0,0,0
A,2024-08-21 12:34:39.746960,1,1,0
A,2024-08-22 12:34:39.746960,1,1,0
A,2024-08-23 12:34:39.746960,1,1,0
A,2024-08-26 12:34:39.746960,0,0,0
A,2024-08-27 12:34:39.746960,0,0,0
A,2024-08-28 12:34:39.746960,1,1,0
A,2024-08-29 12:34:39.746960,1,1,0
A,2024-08-30 12:34:39.746960,1,1,0
A,2024-09-02 12:34:39.746960,1,1,0
A,2024-09-03 12:34:39.746960,0,0,0
A,2024-09-04 12:34:39.746960,1,1,0
A,2024-09-05 12:34:39.746960,1,1,0
A,2024-09-06 12:34:39.746960,1,1,0
A,2024-09-09 12:34:39.746960,0,0,0
A,2024-09-10 12:34:39.746960,1,1,0
A,2024-09-11 12:34:39.746960,1,1,0
A,2024-09-12 12:34:39.746960,0,0,0
A,2024-09-13 12:34:39.746960,1,1,0
A,2024-09-16 12:34:39.746960,1,1,0
A,2024-09-17 12:34:39.746960,0,0,0
A,2024-09-18 12:34:39.746960,1,1,0
A,2024-09-19 12:34:39.746960,1,1,0
A,2024-09-20 12:34:39.746960,1,1,0
A,2024-09-23 12:34:39.746960,0,0,0
A,2024-09-24 12:34:39.746960,1,1,0
A,2024-09-25 12:34:39.746960,1,1,0
A,2024-09-26 12:34:39.746960,1,1,0
A,2024-09-27 12:34:39.746960,1,1,0
A,2024-09-30 12:34:39.746960,1,1,0
A,2024-10-01 12:34:39.746960,0,0,0
A,2024-10-02 12:34:39.746960,1,1,0
A,2024-10-03 12:34:39.746960,1,1,0
A,2024-10-04 12:34:39.746960,1,1,0
A,2024-10-07 12:34:39.746960,0,0,0
A,2024-10-08 12:34:39.746960,1,1,0
A,2024-10-09 12:34:39.746960,1,1,0
A,2024-10-10 12:34:39.746960,1,1,0
A,2024-10-11 12:34:39.746960,1,1,0
A,2024-10-14 12:34:39.746960,1,1,0
A,2024-10-15 12:34:39.746960,0,0,0
A,2024-10-16 12:34:39.746960,1,1,0
A,2024-10-17 12:34:39.746960,1,1,0
A,2024-10-18 12:34:39.746960,1,1,0
A,2024-10-21 12:34:39.746960,1,1,0
A,2024-10-22 12:34:39.746960,1,1,0
A,2024-10-23 12:34:39.746960,1,1,0
A,2024-10-24 12:34:39.746960,1,1,0
A,2024-10-25 12:34:39.746960,0,0,0
A,2024-10-28 12:34:39.746960,0,0,0
A,2024-10-29 12:34:39.746960,1,1,0
A,2024-10-30 12:34:39.746960,1,1,0
A,2024-10-31 12:34:39.746960,1,1,0
A,2024-11-01 12:34:39.746960,1,1,0
A,2024-11-04 12:34:39.746960,1,1,0
A,2024-11-05 12:34:39.746960,1,1,0
A,2024-11-06 12:34:39.746960,1,1,0
A,2024-11-07 12:34:39.746960,0,0,0
A,2024-11-08 12:34:39.746960,1,1,0
A,2024-11-11 12:34:39.746960,1,1,0
A,2024-11-12 12:34:39.746960,1,1,0
A,2024-11-13 12:34:39.746960,0,0,0
A,2024-11-14 12:34:39.746960,1,1,0
A,2024-11-15 12:34:39.746960,0,0,0
A,2024-11-18 12:34:39.746960,1,1,0
A,2024-11-19 12:34:39.746960,1,1,0
A,2024-11-20 12:34:39.746960,1,1,0
A,2024-11-21 12:34:39.746960,0,0,0
A,2024-11-22 12:34:39.746960,1,1,0
A,2024-11-25 12:34:39.746960,1,1,0
A,2024-11-26 12:34:39.746960,1,1,0
A,2024-11-27 12:34:39.746960,1,1,0
A,2024-11-28 12:34:39.746960,1,1,0
A,2024-11-29 12:34:39.746960,1,1,0
A,2024-12-02 12:34:39.746960,1,1,0
A,2024-12-03 12:34:39.746960,1,1,0
A,2024-12-04 12:34:39.746960,0,0,0
A,2024-12-05 12:34:39.746960,1,1,0
A,2024-12-06 12:34:39.746960,1,1,0
A,2024-12-09 12:34:39.746960,1,1,0
A,2024-12-10 12:34:39.746960,0,0,0
A,2024-12-11 12:34:39.746960,1,1,0
A,2024-12-12 12:34:39.746960,1,1,0
A,2024-12-13 12:34:39.746960,1,1,0
A,2024-12-16 12:34:39.746960,1,1,0
A,2024-12-17 12:34:39.746960,1,1,0
A,2024-12-18 12:34:39.746960,1,1,0
A,2024-12-19 12:34:39.746960,0,0,0
A,2024-12-20 12:34:39.746960,1,1,0
A,2024-12-23 12:34:39.746960,1,1,0
A,2024-12-24 12:34:39.746960,1,1,0
A,2024-12-25 12:34:39.746960,1,1,0
A,2024-12-26 12:34:39.746960,0,0,0
A,2024-12-27 12:34:39.746960,1,1,0
A,2024-12-30 12:34:39.746960,1,1,0
A,2024-12-31 12:34:39.746960,0,0,0
A,2025-01-01 12:34:39.746960,1,1,0
A,2025-01-02 12:34:39.746960,1,1,0
A,2025-01-03 12:34:39.746960,1,1,0
A,2025-01-06 12:34:39.746960,0,0,0
A,2025-01-07 12:34:39.746960,1,1,0
A,2025-01-08 12:34:39.746960,1,1,0
A,2025-01-09 12:34:39.746960,1,1,0
A,2025-01-10 12:34:39.746960,1,1,0
A,2025-01-13 12:34:39.746960,0,0,0
A,2025-01-14 12:34:39.746960,1,1,0
A,2025-01-15 12:34:39.746960,1,1,0
A,2025-01-16 12:34:39.746960,1,1,0
A,2025-01-17 12:34:39.746960,1,1,0
A,2025-01-20 12:34:39.746960,1,1,0
A,2025-01-21 12:34:39.746960,1,1,0
A,2025-01-22 12:34:39.746960,1,1,0
A,2025-01-23 12:34:39.746960,1,1,0
A,2025-01-24 12:34:39.746960,1,1,0
A,2025-01-27 12:34:39.746960,1,1,0
A,2025-01-28 12:34:39.746960,1,1,0
A,2025-01-29 12:34:39.746960,0,0,0
A,2025-01-30 12:34:39.746960,1,1,0
A,2025-01-31 12:34:39.746960,0,0,0
A,2025-02-03 12:34:39.746960,1,1,0
A,2025-02-04 12:34:39.746960,1,1,0
A,2025-02-05 12:34:39.746960,1,1,0
A,2025-02-06 12:34:39.746960,1,1,0
A,2025-02-07 12:34:39.746960,1,1,0
A,2025-02-10 12:34:39.746960,1,1,0
A,2025-02-11 12:34:39.746960,1,1,0
A,2025-02-12 12:34:39.746960,1,1,0
A,2025-02-13 12:34:39.746960,1,1,0
A,2025-02-14 12:34:39.746960,1,1,0
A,2025-02-17 12:34:39.746960,1,1,0
A,2025-02-18 12:34:39.746960,1,1,0
A,2025-02-19 12:34:39.746960,1,1,0
A,2025-02-20 12:34:39.746960,0,0,0
A,2025-02-21 12:34:39.746960,1,1,0
A,2025-02-24 12:34:39.746960,1,1,0
A,2025-02-25 12:34:39.746960,1,1,0
A,2025-02-26 12:34:39.746960,1,1,0
A,2025-02-27 12:34:39.746960,1,1,0
A,2025-02-28 12:34:39.746960,1,1,0
A,2025-03-03 12:34:39.746960,1,1,0
A,2025-03-04 12:34:39.746960,1,1,0
A,2025-03-05 12:34:39.746960,1,1,0
A,2025-03-06 12:34:39.746960,1,1,0
A,2025-03-07 12:34:39.746960,1,1,0
A,2025-03-10 12:34:39.746960,1,1,0
A,2025-03-11 12:34:39.746960,1,1,0
A,2025-03-12 12:34:39.746960,1,1,0
A,2025-03-13 12:34:39.746960,0,0,0
A,2025-03-14 12:34:39.746960,1,1,0
A,2025-03-17 12:34:39.746960,1,1,0
A,2025-03-18 12:34:39.746960,1,1,0
A,2025-03-19 12:34:39.746960,1,1,0
A,2025-03-20 12:34:39.746960,0,0,0
A,2025-03-21 12:34:39.746960,0,0,0
A,2025-03-24 12:34:39.746960,0,0,0
A,2025-03-25 12:34:39.746960,1,1,0
A,2025-03-26 12:34:39.746960,1,1,0
A,2025-03-27 12:34:39.746960,1,1,0
A,2025-03-28 12:34:39.746960,1,1,0
A,2025-03-31 12:34:39.746960,1,1,0
A,2025-04-01 12:34:39.746960,1,1,0
A,2025-04-02 12:34:39.746960,1,1,0
A,2025-04-03 12:34:39.746960,1,1,0
A,2025-04-04 12:34:39.746960,1,1,0
A,2025-04-07 12:34:39.746960,1,1,0
A,2025-04-08 12:34:39.746960,1,1,0
A,2025-04-09 12:34:39.746960,1,1,0
A,2025-04-10 12:34:39.746960,1,1,0
A,2025-04-11 12:34:39.746960,1,1,0
A,2025-04-14 12:34:39.746960,1,1,0
A,2025-04-15 12:34:39.746960,0,0,0
A,2025-04-16 12:34:39.746960,1,1,0
A,2025-04-17 12:34:39.746960,1,1,0
A,2025-04-18 12:34:39.746960,1,1,0
A,2025-04-21 12:34:39.746960,1,1,0
A,2025-04-22 12:34:39.746960,1,1,0
A,2025-04-23 12:34:39.746960,1,1,0
A,2025-04-24 12:34:39.746960,0,0,0
A,2025-04-25 12:34:39.746960,0,0,0
A,2025-04-28 12:34:39.746960,1,1,0
A,2025-04-29 12:34:39.746960,1,1,0
A,2025-04-30 12:34:39.746960,1,1,0
A,2025-05-01 12:34:39.746960,1,1,0
A,2025-05-02 12:34:39.746960,1,1,0
A,2025-05-05 12:34:39.746960,1,1,0
A,2025-05-06 12:34:39.746960,1,1,0
A,2025-05-07 12:34:39.746960,1,1,0
A,2025-05-08 12:34:39.746960,1,1,0
A,2025-05-09 12:34:39.746960,1,1,0
A,2025-05-12 12:34:39.746960,1,1,0
A,2025-05-13 12:34:39.746960,1,1,0
A,2025-05-14 12:34:39.746960,1,1,0
A,2025-05-15 12:34:39.746960,1,1,0
A,2025-05-16 12:34:39.746960,1,1,0
A,2025-05-19 12:34:39.746960,1,1,0
A,2025-05-20 12:34:39.746960,1,1,0
A,2025-05-21 12:34:39.746960,1,1,0
A,2025-05-22 12:34:39.746960,1,1,0
A,2025-05-23 12:34:39.746960,1,1,0
A,2025-05-26 12:34:39.746960,1,1,0
A,2025-05-27 12:34:39.746960,1,1,0
A,2025-05-28 12:34:39.746960,0,0,0
A,2025-05-29 12:34:39.746960,1,1,0
A,2025-05-30 12:34:39.746960,1,1,0
A,2025-06-02 12:34:39.746960,1,1,0
A,2025-06-03 12:34:39.746960,1,1,0
A,2025-06-04 12:34:39.746960,1,1,0
A,2025-06-05 12:34:39.746960,1,1,0
A,2025-06-06 12:34:39.746960,1,1,0
A,2025-06-09 12:34:39.746960,1,1,0
A,2025-06-10 12:34:39.746960,1,1,0
A,2025-06-11 12:34:39.746960,1,1,0
A,2025-06-12 12:34:39.746960,1,1,0
A,2025-06-13 12:34:39.746960,1,1,0
A,2025-06-16 12:34:39.746960,1,1,0
A,2025-06-17 12:34:39.746960,1,1,0
A,2025-06-18 12:34:39.746960,1,1,0
A,2025-06-19 12:34:39.746960,1,1,0
A,2025-06-20 12:34:39.746960,1,1,0
A,2025-06-23 12:34:39.746960,1,1,0
A,2025-06-24 12:34:39.746960,0,0,0
A,2025-06-25 12:34:39.746960,1,1,0
A,2025-06-26 12:34:39.746960,1,1,0
A,2025-06-27 12:34:39.746960,0,0,0
A,2025-06-30 12:34:39.746960,1,1,0
A,2025-07-01 12:34:39.746960,1,1,0
A,2025-07-02 12:34:39.746960,1,1,0
A,2025-07-03 12:34:39.746960,1,1,0
A,2025-07-04 12:34:39.746960,1,1,0
A,2025-07-07 12:34:39.746960,1,1,0
A,2025-07-08 12:34:39.746960,1,1,0
A,2025-07-09 12:34:39.746960,0,0,0
A,2025-07-10 12:34:39.746960,1,1,0
A,2025-07-11 12:34:39.746960,1,1,0
A,2025-07-14 12:34:39.746960,0,0,0
A,2025-07-15 12:34:39.746960,1,1,0
A,2025-07-16 12:34:39.746960,1,1,0
A,2025-07-17 12:34:39.746960,1,1,0
A,2025-07-18 12:34:39.746960,0,0,0
A,2025-07-21 12:34:39.746960,1,1,0
A,2025-07-22 12:34:39.746960,0,0,0
